3689,18/09/12,15:11:00,3.1,173,2,23.1,64,1022.4,8,4134.2055,-7037.2029,11.6,
3689,18/09/12,15:12:00,2.3,172,6,23.1,63,1022.4,9,4134.2054,-7037.2030,11.6,
3689,18/09/12,15:13:00,2.7,172,4,23.1,62,1022.3,9,4134.2053,-7037.2031,11.6,
3689,18/09/12,15:14:00,3.0,169,2,23.1,61,1022.3,9,4134.2052,-7037.2032,11.6,
3689,18/09/12,15:15:00,3.1,173,2,23.0,60,1022.3,9,4134.2051,-7037.2031,11.6,
3689,18/09/12,15:16:00,3.2,172,2,22.9,59,1022.3,9,4134.2051,-7037.2029,11.6,
3689,18/09/12,15:17:00,3.3,169,4,22.9,58,1022.3,8,4134.2052,-7037.2027,11.6,
3689,18/09/12,15:18:00,3.0,170,2,22.8,58,1022.3,8,4134.2051,-7037.2027,11.6,
3689,18/09/12,15:19:00,2.8,172,0,22.8,59,1022.3,8,4134.2048,-7037.2027,11.6,
3689,18/09/12,15:20:00,2.6,172,1,22.8,60,1022.4,8,4134.2045,-7037.2027,11.6,
3689,18/09/12,15:21:00,1.9,177,0,22.8,61,1022.4,8,4134.2044,-7037.2028,11.6,
3689,18/09/12,15:22:00,2.5,169,3,22.8,62,1022.4,9,4134.2043,-7037.2031,11.6,
3689,18/09/12,15:23:00,2.5,174,3,22.8,63,1022.4,8,4134.2045,-7037.2032,11.6,
3689,18/09/12,15:24:00,0.3,172,38,22.9,64,1022.4,8,4134.2047,-7037.2032,11.6,
3689,18/09/12,15:25:00,0.0,0,0,22.9,64,1022.4,8,4134.2048,-7037.2032,11.6,
3689,18/09/12,15:26:00,0.0,0,0,22.9,64,1022.4,8,4134.2048,-7037.2032,11.6,
3689,18/09/12,15:27:00,0.0,0,0,23.0,64,1022.4,8,4134.2047,-7037.2032,11.6,
3689,18/09/12,15:28:00,0.0,0,0,23.0,65,1022.5,8,4134.2046,-7037.2032,11.6,
3689,18/09/12,15:29:00,0.0,0,0,23.0,65,1022.5,8,4134.2045,-7037.2032,11.6,
3689,18/09/12,15:30:00,0.0,0,0,23.1,65,1022.5,8,4134.2044,-7037.2031,11.6,
3689,18/09/12,15:31:00,0.0,0,0,23.1,65,1022.5,8,4134.2042,-7037.2031,11.5,
3689,18/09/12,15:32:00,1.2,82,48,23.1,66,1022.5,8,4134.2038,-7037.2032,11.6,
3689,18/09/12,15:33:00,3.3,79,2,23.1,66,1022.5,8,4134.2036,-7037.2032,11.6,
3689,18/09/12,15:34:00,3.3,78,2,23.1,66,1022.5,8,4134.2035,-7037.2032,11.6,
